sentiment,text
positive,the funniest thing ive ever seen in my life is jaime and john dancing salsa.... 
positive,Working early yet again. Only 2 more hours til I can go home and relax on this beautiful day before getting crazy tonight! 
positive,The public market is the perfect place to wear one's large straw hat. 
positive,@alebiaggi haha thx  we have regionals on tuesdaY!! im so excited im like sooo pumped 2 kick butt u have NOOO idea!! tell karli i say hi(:
positive,lovin the spring saturday morning! its BEAUTIFUL out 
positive,@AliceAguera just go settings &gt; background I think it is choose a picture and wella! 
positive,"http://twitpic.com/3ivcd - Haha my new lil tube amp is the shit...hooked up the metal muff pedal and it sounds killer.. mad happy, heh "
positive,@LowieGal Have fun! Vodka is good. 
positive,Going to see 17 Again later and so excited! 
positive,gorgeous day today. my son finally gets to play his first game today. and i have a job interview today  it's gonna be a good day
positive,@phantomdonut Thank you! 
positive,"hey twitter people!! I'm off to church. I hope you a good day and enjoy the sun, if it's out for you  HOLLA!"
positive,@timdifford http://tinyurl.com/d96txo - Champions League ã®´25 free bet 
positive,@xo_MissFox_xo awww so cuteee 
positive,@chelleshell13 HEY MISS KING!!!! 
positive,Easter blues = Chocolate (It makes people happy  )
positive,is grateful for the people around him 
positive,work all day and then some play 
positive,@JennDoyle3 woot!!! your first tweet had my name on it.   I heart you!
positive,@meznor @merici thanks for the socialised ref abuse 
positive,new to twitter... working out what to do... then going to bed 
positive,"Had to call my dad to brag on my breakfast (eggs, grits, biscuits, bacon, and milk gravy). He was proud "
positive,Finally have some of The Horrors back on my itunes... New album in May  But I still love Death at the Chapel... its ridiculous
positive,@Oprah Thanks for your show yesterday  Myself and probably millions became twitterdees after watching   I love your shows and thank you!
positive,@liajen I didn't get a chance to see it but heard it was cool 
positive,http://twitpic.com/3ivoj - its true 
positive,Cleaning my room/myspace/facebook/music/texting/you  Text me bby 513-766-ask 
positive,@TimotheosOK I know--isn't it sad?  I just used it to enlarge the switch holes in my case--it turned out very well. 
positive,yum yum yummmm! chinese is on its wayyyyyyyyyyyyy wooooohooooooooooo. food makes me soo happy 
positive,@Fearnecotton i love it 
positive,"@panacea81 My day is fantastic, tried out you're Leona Lewis look for tonight, I love it! So.. Thank you!  How's your day coming along? "
positive,@laurahhawaii Heyy!! how are youu girl?!! 
positive,For some reason I'm in a good mood today despite the fact I have to work on non-SR stuff. Maybe it's the pay at the end... 
positive,sittin at home with mah man! 
positive, @MICHAEL_CASTRO is not at 902  thanks!
positive,The first thing I did with money was by some Starbucks. yumm. 
positive,"&quot;Youã®´re obsessed with me, and I like that about you.&quot; Better Off Ted femslash fic  - http://babydykecate.livejournal.com/62697.html"
positive,@lislBR I really like Your sunglasses BTW  x
positive,@ TaylorLautner_  looking forward to New Moon 
positive,&quot;u can change ur hair and u can change ur clothes u can change ur mind tht's just the way it goes&quot; 
positive,"In other news, i just did a 92 sec arm hang. Apparently, they've only seen this done TWICE. I'm so BA.  "
positive,Hershey Park! 
positive,@flalalala Dinner here?? Up to you guys if you want! Download TweetDeck! 
positive,stella's for brunch with the roomies &amp; birthday girl @lhdavis! 
positive,getting ready then out to eat with my daddy 
positive,Haha they are sooooo young so cute  &lt;3
positive,@WhytStar thank you  I'll have my two little princesses now!
positive,"@alexmuller I don't think I could ever do that, which is why I'm so picky about who I follow "
positive,@autumn_dreamer : thank you  its all because of your good wishes!! take care 
positive,"@madinalake Little boxes, little boxes full of ticky tacky "
positive,"@Jon_Favreau Jon, you're a stud!  Can't wait to see the film "
positive,@smophberry yeah 10am  would be good  xxx
positive,Pink match coming up in a few. tough even match but confident 
positive,Pump it up dreams are the best! Ahahahaha! O-town today! 
positive,@Christinekorda Thanks a lot for #followfriday! 
positive,@htoddcarter i'm also planning to go to Australia (i remembered you asked about the visa thing a while ago) 
positive,@moorishflower it would have to be St. LUKE's wouldn't it? The Pedo-- I mean Pediatric ward? 
positive,Gute Nacht tweeters! i'ma hear from yall later 
positive,@humbug83 Me too!  xxx Hope you had a good day hun xxx
positive,Yes! Stacked 122 sheep and have new nickel record of 3703.  #sheepstacker
positive,"in Parc now, some air pressure adjustments and that's it. Phil got asked for his first autograph. "
positive,"@Alyssa_Milano cool, u got a new business. "
positive,@Jonasbrothers hey guys  thanks for tweeting? yea. hehe. how are you guys?
positive,@angellr Hey Bob!  Thanks for the follow!  I've never heard of an WIS before.  Looked it up....Funny stuff...  
positive,"@eighthree you'll like http://quietube.com/ then, "
positive,"@herboriste you ROCK, lady ... happy birthday ... enjoy it to the fullest "
positive,@Will_Chandler sigh imma miss watchin my knicks play =/ don't worry I have faith next season we in there!! 
positive,@emmyrossum Collecting food donations for the poor and weeding my gardens with my kids today.  Church tomorrow 
positive,@pacogp I will be locating both soon!  thanks for the tip 
positive,@SummerH I'll have to get a couple of dogs to go with the juicer!  
positive,Going out to Pebble Creek for another weekend of golf! Happy that everyone is coming to support me  But im a tad nervous!!
positive,Finally awoken from some much needed rest. I know its late in the morning...But time to tear up a bowl of some Golden Grams. 
positive,wooo curly hair for partayyy 
positive,Just won both of our softball games!  Awesome start to the morning 
positive,@alyssathegreat I'm ready when you are! 
positive,sleeping .. this is tannerr heyy 
positive,@timpratt Seems like either choice would involve that. 
positive,"720-323 to us at laserquest, and I came 5th overall "
positive,"At jiffy lube waiting to leave, mmmm  donut "
positive,@mollybloomed twitpic doesnt seem to be on the same page as me this am. i cant post. i posted to facebook 
positive,Oh snap! i havent been here in a while!!   sup?
positive,@jabrand  #cloudcamp?  First I've heard of it!  Have fun! 
positive,goooooooooood morning!!! I'm going to get my butt up and take the dogs for a walk to the park!   Its beautiful outside...rise &amp; shine!!!!
positive,@TiffanyGiardina Heyy Tiffany  Wow Have Fun In The Studio  I Miss You Tiff and Can't Wait To See You Soon &lt;3 Mrs.CJBaran&lt;3
positive,its unbelievable - back in my childhood 
positive,Had no sleep now off to the wedding 
positive,What a beautiul day here in Western Pa.!! Horray for SPRING!! Going to put something in the crockpot! 
positive,hooray everything is installed and I have a cooker for the first time in two years 
positive,"gonna go run, then out and about, tonight should be fun "
positive, great night.. ended better than it started.. and it started pretty damn good!
positive,"@courtney_s i think the worse you're treating your characters, the better the story is going to be [as long as it's consistent/relevant] "
positive,@SundayTalkShow No. I don't think you're Mrs. Calabash either! How have you been?  
positive,"Shopped Queen St in the sun yesterday, likely the last time for a while, I need to find the SF equivalent of that experience!   "
positive,@sueissilly gmorning how ya doin? 
positive,Laying out 
positive,"Hello again new tweeples, goodness MP porn &amp; Michael Portillo are populal, I feel less alone with my Portillo love now "
positive,"@abcdude I just went on Wikipedia to learn more about Jake Tapper, then looked up you. Nothing! What gives?! "
positive,@RaiscaraAvalon Morning  Any sleep at all?
positive,"http://twitpic.com/3ivpe - yah, i have a &quot;little&quot; cat "
positive,has just had her best friend come visit her  x
positive,...let the madnesssss begin 
positive,You're such a shit muffin  muahaha.
positive,@rodl13 Ahhhh ok..I love hockey and the Canucks! 
positive,"@contrabass @craftyangie record it for your new podcast, &quot;Days of Our Fairmount Lives&quot; "
positive,@REGYATES madina lake - never take us alive 
positive,"When you buy Blasted Mechanism CD, you can use the cd symbols to enter their website and play with Augmented Reality   http://tr.im/j7vy"
positive,@Equestrian90 you know I still love you dear 
positive,About to leave for tast of Oviedo and taking Cait to dance class.  I'll tell Ms. Morgan hello for you   Hope you are having fun!
positive,"My 5 year old daughter wants to dress up for the park. &quot;papa, I want to dress pretty wherever I go&quot; "
positive,the lease is signed for the rental house!  yippee! 
positive,"@Oprah I know I'm a bit late, but Good night Oprah "
positive,"@bradroll &quot;tweets&quot;, i believe, is what the kids call them these days. "
positive,@JeannieHolmes I hang out with the strangest people...makes me feel more normal 
positive,will be nana two more times at ones! Love it 
positive,#readathon Have blogged and cheered. Off to bed with the Hobbit. Expect accidental sleeping to occur. See you all tomorrow. 
positive,w00t! Sitting on a plane. Next stop DTW. 
positive,"chardy is sleeping on my bed, and its cute as "
positive,A little wake-up music for you  &quot;How To Touch A Girl&quot; ? http://blip.fm/~4j8ud
positive,"how should i do my hair???...considering a fade lol....hey,cassie did it "
positive,@rlseymour 4hours boom boom  http://www.4hoursmusic.com
positive,i get to go to which wich... yessss  http://tinyurl.com/cuukak
positive,"@galexkeene ah, thanks, i didn't think it was qualitfying at the shanghai F-! "
positive,"Goodmorning world, i think i'm in for a beautiful, slightly hectic, amazing day. "
positive,is in georgetown for a relaxing weekend 
positive,Brothers' soccer games yes cancelled due to bad weather so I got 3 hours extra sleep!  cha-ching!
positive,Looks like Dravid will have a lot to do 
positive,@nick_carter good morning Nick!! i will wait your joke!! 
positive,@jguy5991 that's awesome- you're going to the school you want and you're not going to be in debt 
positive,Yay!!! I got everything I needed from Target for less than $100!!!  Off to the gym!
positive,"@HunterBoone no problem, next Tuesday's fine. Just don't keep me too long, it's my birthday! lol "
positive,"@hahaBecky haaaha no i want to, too. but cant think of anything. haaaha lol, see you sooon  x"
positive,"Sorry,check out this link and it will save you allot of time and frustration!        http://tinyurl.com/c26bxe"
positive,Shopping in Georgetown- it's GORGEOUS out here in DC! 
positive,is getting ready to leave for her hair appointment 
positive,Getting ready to go by the church to go over a song for acoustic night next month 
positive,Katies art show today.  Hmm. Today will be cahy000t.
positive,cool. im seeing them on the 25th which is next saturday! cant wait!  how old are u? sorry im asking but i ask everyone that lol x
positive,Oh no! My voice is missing. hopefully I'll find it before my aunts bday celebration. Happy birthday 
positive,Wolves Need to win. John Barrowman tonight  ox
positive,"Had a good afternoon spent with my best friend Haley, time to finish Stonehythe "
positive,@Fearnecotton great show today  please could you play 'Don't upset the rythm - Noisettes' its my fave song in the world. ash x
positive,@me_nny thanx! u're soooo sweet!!  of course i love BRITNEY!! she's the best singer ever!  where r u from?
positive,Backgammon then a birthday meal for a friend later on 
positive,@sinicide thanks dood 
positive,... don't think it will all fit in the wheelie bin though somehow! 
positive,getting ready for prizomm.. last one 
positive,@braun15 @JimBrochowski @capebretoner  thanks guys I passed Shaq's name on appreciate it 
positive,@MyParasites awww its okay you get to spend the day with meeeeeeee..... consolation-prizes for all! 
positive,"@ChrisMDP http://twitpic.com/3ithu - Wow, that is incredible! Happy birthday to your daughter! "
positive,@MussoMitchel - you can live your whole world in a shell or you can hatch - that is SOO true - I cant wait for Hatching Pete to air 
positive,"@pauloescalada nope, that's not the one. i should be getting it tomorrow, but the seller hasn't replied. i can't wait to buy it "
positive,@ryoniyk   congrats!  he's adorable
positive,Addy says hey  it's awesome here. miss you guys&lt;33
positive,@jennifer6973 Mmm good weather makes for a happy Tizz 
positive,@charlii1 mmm true!! I'll do that  thanks xoxo
positive,@microedge No - Oldham Athletic fan here 
positive,"@RaiscaraAvalon Good morning, you... "
positive,Wondering what are you doing darling 
positive,@Fearnecotton hi fearne  please play the new calvin harris song! thanks! x
positive,@Fearnecotton @REGYATES Mcfly.  You know you wanna! 
positive,"There is seriously no place like home.    Going home in an hour, going to my cousin's party and possibly hanging out with some friends? "
positive,@checkyesjheri thanks  i hope so too haha its all rainy. &lt;444
positive,@fatherdaddy 4hours boom boom  http://www.4hoursmusic.com
positive,@marris19 I am going on a date 
positive,"OK, you two - what is #suckupsaturday? As in, 'suck it up'? @ZAGrrl @jbgrafx Thank you for the callout - you're both da best! "
positive,"@jeanettejoy  Well said.  Never follow someone because of their name, follow because they have something worth listening too "
positive,Health Tip of the Day: fiber reduces your risk at getting COLON CANCER! eat FIBER! also get routine checkups so you dont find it to late 
positive,@Fearnecotton Heyy  could you play its Not Fair by Lily Allen pleasee? Thankyouuu XXX
positive,"@LanieFuller For editing, you get an A+++ "
positive,@EBSQ thanks! it's really coming together 
positive,Speaking of Palestine    Spring Art Show opens this weekend at the Fife.   I sneaked a peek...really nice!  http://crawfordcountyarts.org
positive,@OakAshandThorn  You're quite welcome 
positive,@RachelQueen i am. 
positive,"@davidswords talk about irony  you might need to use a different translator next time, though."
positive,listen to the lonely island- we like sports  its the best
positive,@happymusician Im 99% sure ill be there. See you in a few hours and don't be nervous (you'll be fantastic!!) Cant wait! 
positive,I had a happy day 
positive,@melaniejustine okay  love you too!
positive,@RealLadyGaga ... welcome back! 
positive,@kimkibby LOL!..yeah..I told cancer to suck it. I just got out of my 'meh' rut. Congrats on your niece! 
positive,hello twitter world 
positive,@TheComputerNerd I just watched it and I love it ^^ It was so funny 
positive,@elisabethseng I also do custom orders... 
positive,"You've got the moves, oh yea!  not rusty at all... Congregated with half new hope @ Timmies last night and I feel re-energized "
positive,"@DonnieWahlberg It's on....today, Bulls vs Celtics! It's the only time I'll ever be backing someone other than u  Still love you though!"
positive,"Oh, it was @ParksideLounge "
positive,Cylced just over 22 miles today 
positive,@CarterOrange True... I just picture Rob all throughout the book    I'm watchin some of your other videos on youtube. They r very good! 
positive,lovin this weather - gettin ready to feel the earth in my hands 
positive,@IrisJMacro I'm alive. Having lobster in an hour  will send longer text later. Insufficient Ballerina over last few days.
positive,"woo-hoo! just noticed that I got to 1,000 followers, thanks everyone "
positive,"@JerrieGurl good mornin hot cakes  i is feelin good yo, rockin day 3 sober. Write write write today!! holla atch ya boi"
positive,Rocked the party at Hardys! 
positive,@PrincessOfPlano @tiinag @Axiomtoo @nick_jastix @Reach @Persona_Affairs thanks for welcoming @playaholic my friends  much appreciated!
positive,@missphenom I wish I had a fashion column! Check out @rachelcothran's http://www.projectbeltway.com for all things DC fashion! 
positive,nothing 
positive,is sewing for my college class! 
positive,"On the train between Prague and Poland, making tune on a garage tip feeling anxious &amp; excited bout putting new tunes out soon "
positive,@savannahflower What's good  you get my msg lol
positive,Is Getting Ready For Tonight ;) Cant Wait! 
positive,Good morning my bebe hunny hotness chick magnet! 
positive,Gettin ready for Nicola's party tonight  yep its just under 3 hours away bt my hair takes ages to curl! hehe :-p xx
positive,@khad need to look at what's coming down the line for us as the world changes. how do we adapt to preach christ effectively for people? 
positive,To love deeply in one direction makes us more loving in all others 
positive,is going to Julia's for the weekend. 
positive,So excited for a full day with my baby lady. 
positive,shorts and tank top 
positive,@DeniseMerritt  Had a great time too! You are welcome any time 
positive,is in mine 
positive,@carlos_barbosa 4hours boom boom  http://www.4hoursmusic.com
positive,I'm sat in the Apollo Victoria. Wicked number five. 
positive,@phebe_az Morning Phebe! At work until 4 today. I do all my shopping online anyway. 
positive,@MyAppleStuff Oh I'm sure I will *hic* 
positive,"i fainted in the hospital !! i did not scared just think it was so funny, cuz many ppl surrounding me, busy&amp; nervous, me? so peaceful!!!! "
positive,@daumination If only your husband would let you buy something to replace it. 
positive,watching an 'E' special on miley. 
positive,"@mileycyrus have you read the book &quot;P.S. I Love You&quot;, it's really a good one "
positive,Happy Birthday Daddy 
positive,blame it on the convo we were having just now 
positive,"Luke , I am your fatha. "
positive,@MissLeopardStar im more of a taylorham n cheese kinda girl!! 
positive,"http://twitpic.com/3iwcr - 7pm @TAPE Club Berlin, cu "
positive,Watching quarantine with lukka 
positive,"i think im gunna ear dresse alot this summer, i mean - i always do - but i got a thing dfor dresses latley "
positive,I had a tamale for breakfast!! Haha. At Western Bagel. Text it motha fucka! Lmfao.  
positive,@alyankovic Wow he is great isnt he?  Glad you had a good time
positive,@AstrologyLesson but THANKS for not SMACKING ME too hard. 
positive,Good morning  super tired only. 4Hrs of sleep :/ gonna b a superlong day!
positive,@PolkaDotSkirt Do prob. I have both AP and PS and use AP 98% of the time. Only us PS when there is major adjustments needed. Good Luck! 
positive,"- Saw my baby yesterday, I'm smiling! Lol-ing @ Sem's Jigga impersonation and waiting to get my other lappy back "
positive,@tumblestack: thanks! looking forward to following your tweets. sounds like a great day there 
positive,boored and still doesnt get whats TWITTER:someone plss explain to me 
positive,@InDisGeoff why do you have a drink after I play you? 
positive,Is having a freaking awesome weekend so far!  
positive,@notpatrick  I 'm using Curse client everyday. I never had any hacking problems on my accounts. So I don't think so 
positive,@fashionista_dom have a FUN time @ prom. 
positive,@iamchrisc i love your version of Love Story from blogtv  I really hope i'll meet you sometime! you're so awesome! relpy? &lt;3
positive,2-0 for Celtic a goal from Skippy  #celtic
positive,@Alliegator8u Good Morning. The Shattered Halls or something like that. I think. I can tell you later in the day when I'm home 
positive,Going shopping. 
positive,"going to a cookout, camping &amp; listening to sirius channel 32 @ 8 pm "
positive,@_SnowflakE_ thats good keep it up 
positive,is watching tv while surfing the web! 
positive,@realalystoner i think you really should report to twitter 
positive,I saw Caleb's little kicks for the first time this morning 
positive,WOOOOHOOOO!! the GMs have arrived!!  I get to make ban lists today 
positive,is reading Proverbs.   &quot;The blessing of the Lord makes one rich. And He adds no sorrow with it.&quot; -Proverbs 10:22
positive,@mygrassizblu Overflowing toilet. That really stinks. Don't get frustrated &amp; say potty words. Hope your day doesn't go down the crapper! 
positive,@noahwelch got it all back - its downloading now 
positive,@RayBeehler Thank you kindly. 
positive,awake and happy :O ? &amp; wanting to watch 17 again SOOO BADLY 
positive,Yew Keong says ops today was smooth. James says ops was ok. Xinwei says ops was good but ...XXXXX.... Ha! Ops can do without me!!! 
positive,today is my b-day party  ....  but iã®´m still tired .. lol....
positive,"@markblomeley Hey Mark, how is everything with you? Let me know when you are back on Twitter. I would like to learn more about your biz. "
positive,@teamellen...YES YOU CAN USE MY SONGS 
positive,@LucasCruikshank your videos are so funny 
positive,i have to work an 8 hour shift today at a new store and im hoping there a checker job in the mix of it wish me luck 
positive,"@SaqqaraBN I do honestly I'm not evil lol I kust fell that is really bad shape to be in at 29, hope you're ok "
positive,@lazycoder ha ha time to film some material for her wedding party 
positive,@xantha congratulations!  and hope you had a wonderful birthday yesterday.  
positive,"at work now, then getting my hair done, barnes and nobles, then off to job #2... im a hustla lol! "
positive,@REGYATES can you please play jonas brothers 
positive,38 special coming to crystal river fl  2 free pass drawing http://sunsetmom.com  thx 4 the support see u there fun in the sun 
positive,"@TobyKing_ the obvious, flame wars.  im good thanks "
positive,@reesed awed? I'd be packing... 
positive,i wish i could shut my playboy mouth 
positive,@R0YCE  hey royce   had a blast!  just got home from gymnastics training bou u? 
positive,80HD Concert: FREE SHOW!!!  Tonight 5:30-12 @ BW College on Beech Street. Come support this really awesome band!! They rock! 
positive,doing homework and watching a tennis match. Goo Rafa 
positive,@CEPSocks_anne You obviously needed the sleep. Now you can work hard all day. 
positive,It feels amazing to be able to sleep late.  Yay for weekends and pretty weather.
positive,Off to breakfast and then some shopping. Have a great Saturday everyone! 
positive,heading out for a bike ride. 75f in Chicagoland 
positive,Can anyone recommend a good sci-fi or fantasy book? I'm at a bookstore now 
positive,I GOT MY PHONE BACK!!!!!!!!!!!!!!!!!! 39 messages!!! Lol 
positive,Flew to the moon and back  feelin aight. Can't wait to see my girl:]
positive,Having a drink at the cliffs lovely 
positive,Ready to go to the movies ! 
positive,"@mpilatow - The consequences of SEO would always be the responsibility of SEOes, not the clients. Otherwise why would clients hire SEOes "
positive,"Hoping to be productive today, but S is working this afternoon ... Mommy &amp; P time "
positive,"At sassy...av girl for the day and you know all day I'm playing my boys, the girls are going to get iritated. "
positive,@mondagun why not? 
positive,@kdykes That sucks.  I know the feeling. 
positive,thinks it's a beautiful day for a wedding!  congratulations Kevin and Kelly!
positive,Virl.com will be live in a matter of hours  .... stay tuned. 
positive,@shan_bot http://tinyurl.com/c57f5y  
positive,loves living in florida!! its sooo gorgeous outside! 
positive,@que_day26 good morning que.  follow me.  
positive,It is a rare gorgeous Saturday in the 'Burgh. Feel compelled to take the Schnauzer to the D-O-G P-A-R-K.  Yay - finally dog park w/o mud!
positive,@Geoaddict I will. Thanks. 
positive,@fancyfembot no calls tomorrow so far so its fine 
positive,aunnntiee is coming to town 
positive,"@KarenBall1 Thanks, Karen! You too! It's shaping up to be a warm one here. My dogs are sunning themselves on the deck. "
positive,@twiggyvogue awwww what a cutie 
positive,@Wossy I used to work for EA.  My soul is ruined.  But sounds good so maybe I'll check it out 
positive,"@GenevaMWilgus http://bit.ly/lAsDH I'm NOT insinuating anything hre, dear! "
positive,Maskerad ikvã®´ll   On my way!
positive,@Sigma_Theta Oh wonderful! I'm quite happy for you. 
positive,4 of the kids went with Tom to church work day.  Taking Julia to swim team tryouts later on in the day.  She is soooo excited.  
positive,Ok - LOTS to do today  - so Next Tweet - Last for the day ... Maybe ;-)  LOVE YOU ~*~ Thank you 
positive,just remembered the NFL Draft is today!! Freakin SWEET!  But I'm still not happy with my upstairs neighbor. :[
positive,... and i'm happy to say it too 
positive,@Jc_56923 yayyyy now u can play 
positive,@bibstha do they let it in the sky?  he he ke garnu ek haat le taali bajdaina.
positive,@pbacgrad Yes. If the user is stupid enough not to know better  #barcamporlando
positive,"beautiful Saturday morning in Miami, Brickell. 79 degrees, nat too cold nat too warm "
positive,@Alyssa_Milano Awesome! How many stores?? Looks like something my girl would dig 
positive,@ryansheckler http://twitpic.com/3g1p4 - you dont know beer pong till you come party at IUP... we'll show you how to throw down 
positive,@JP2525 That is reasonable.I get paid before I begin a project. But my biz is different. Deposits are good! 
positive,The Arts from 10:00am-3:00pm.People thought they knew me so well 
positive,Oh...Good Morning Twitty's.  Saturday Greetings to all of you.
positive,@Jamieed i also sent Reg a tweet too ask him aswell 
positive,wow.. Britney Spears is following me?? I feel special 
positive,"It's 66 and beautiful, taking my run outside "
positive,@Java4Two You said it!  She is amazing!  God bless her!  I hope she gets everything she deserves.  
positive,Ran my first 5k in 39:45 
positive,@austingirl mmmmm bacon!! Hope you have a fab day ... I'm off to bed here. Hopefully our time zones will coincide for nice chat soon 
positive,"At work now, facilitating an alcohol and drug group starting at 8:30am. I learn from them so much sometimes, I love my job  "
positive,The Girl is dancing to Rhianna - &quot;Disturbia&quot;.  Bump-bump-beeda. 
positive,is moving to tempe today  and might be trippin up to flagstaff for the night. 
positive,"Working out, laying out, maxing out my card, balleting out, partying out... god a nice lil saturday planned "
positive,such a beautiful day.. gonna spend it outside studying pharm...or not studying pharm...either way its a beautiful day 
positive,"You might not notice it, but my travels on this trip are.. almost Biblical.  Cana, Damascus, Antioch, etc."
positive,"@jackiechanfs then I would pick rushhour 1 and shanghai knights...but in the end...rushhour wins,all rushhour movies together are better "
positive,@lillyella thanks 
positive,"ash left her sunglasses here, so i'm gonna wear them "
positive,"@keither_buckley i twitter who i want! then i'll beat you with my old ass upside down bass! that's also punk rock, but a lesser degree. "
positive,@Fearnecotton Thankyou for putting the song on  I did the same thing with a cup of tea today! LOL xox
positive,@KrisAllenmusic take a nice rest and goodluck on the next show  GO KRIS !
positive,@palomasnapples Well I'm re-obsessed with PatD?  
positive,At cornfest and its a lovely day with ruby and alissa. 
positive,just finished eating breakfast  corn flakes... with sugar. :3
positive,"@LambT Good luck, T!  Will be tracking your progress!  "
positive,"Gaki=Mikitty, Kame=Ayaya. Then they can be like GAM and kick bitches' asses while making out. WIN! "
positive,All we need is Love lalalalala! All we need is love lalalala! aaall together now  all you need is love lalalala! all you need is love lala
positive,A-Day Game! &amp; Family in town! What a great day! ROLL TIDE! 
positive,Hanging out with my sister .. whatching Gossip Girl all day  !!!
positive,so I'm following 19 people and only have 1 follower...haha im a tool 
positive,is glad to have the time to help out a dear friend. 
positive,@Voluptuous_Val  sounds good sweetie  email me
positive,@crazzyford sometimes it's great to be a foreigner 
positive,@alliedickinson Don't be so hard on yourself.  There's always next week!  
positive,Happy weekend everyone! Our $50 stationery giveaway ends *today* Hope you win!  http://tinyurl.com/cf5xs9
positive,@SherylBreuker you'll have to give me the &quot;Readers Digest&quot; version of how it went and who was there 
positive,"~ 'Love me, hate me, say what you want about me but all of the boys and all of the girls are begging to, if you seek Amy' - Britney  x"
positive,@martynpepperell really?!!  That's fricken great to hear!!  I had a fab time   How's you? x
positive,Spending the day in the west village 
positive,mmmm pancakes haven't made those in awhile... oh i miss american brunches 
positive,"@emailcopywriter nice to hear you've been sharing at #urekaweekend - on what, salvation? "
positive,"ah, America The Book-how could I have gone so long w/o thee? i think i've found some suitably snarky lines/pics for graduation invites "
positive,@cindiny152 Best to you! Have a great run and I hope the weather is perfect 
positive,WowZERS! its 11:20....where did my morning go!! i was knocked out....anywho..GOODMORNTING 
positive,"@Nubbz_ Awesome bro, its a nice mix of peeps!  #satchat"
positive,Finally has her phone back And is currently at work 
positive,@amandaniqole YEP... I CUT IT AND IM READY TO ROCK IT... 
positive,oh my what a beautiful day it is! having morning coffee on the back patio deck. 72 degrees right now... gonna enjoy this while it lasts 
positive,"@peppergurl @tantian @duplicatekey let's all meet up during course card, k? "
positive,"New company website is coming along nicely  still a little bit of work left, mostly setup of the billing system, check it out  http: ..."
positive,"@LeeCarus hmm short hair, tanning up - you are going for the fighting career big time aren't you? "
positive,@fuzzone the guys at @smashingmag are awesome  
positive,"Toddler tip: Save all your jar lids. Million different ways for them to play with those lovely, jingly things. "
positive,Is having mucho fun with the family  ...off to the outlets soon!! 
positive,with my lovely sister! 
positive,"@PrincessSuperC WORK C, get that promo, whoop whoop!! "
positive,@jaceypants thanks!!! 
positive,"Being bored and listening to music, Lacuna Coil ftw "
positive,@goodolfroggy Turn up the fan and drink lots of cold water! Maybe watch a movie set in winter? 
positive,@green_i_girl all right have fun shopping! 
positive,@Cwluc Well he's been asking me for forever to do it. and it gives me a chance to get some new music for myself. 
positive,@RyanRekishi thanks man. Will take you up on that 
positive,"Nice little Saturday...Farmer's Market, gym, then maybe the grocery store. I don't know, I don't know if there will be enough time "
positive,So I have a Blackberry just tempting me on my desk and my old shitty RAZR that I can't even look at anymore (it's ugly to me) 
positive,@surianee ye face book photo upload dgn twitter update... tapi pc kena power baru best sikit 
positive,"Cleaning the kitchen then making breakfast! Excited for next weekend, family is coming to visit! "
positive,@jpblogger The illusive kathie was also on last night. Would be LOVELY to have a double video feed to talk to them both. 
positive,@DulceVitaVICK the wonders of monotonous television programming..that or george lucas paid for another showing 
positive,@xbexanotherx i don't know i just wanted to put that 
positive,my mom is here for a visit! Lucky me! Great way to spend a weekend 
positive,"Heading to Orlando for Lauren's Bachelorette party! Universal Studios, hopefully some Margaritaville, and Nelly in concert! "
positive,@perrymisley Don't forget that iSale offers free iamge hosting through Picasa Web albums as well! 
positive,Spending time with my little girl today.Mama is in Yuma all day for softball.Hopefully I'll wrap up my mobile app today.doubt it though 
positive,"says, hey everybody, get off the computer and go outside and play today "
positive,my honey just got back from new york!!!  i missed him!
positive,@Flowent Just emailed you!  Call me directly to get started.  
positive,Rocking out to Power Ballads CD 3! Oh yeah im cool 
positive,@Summer223 hey!! didn't know you had a twitter! 
positive,"@4everBrandy Morning Brandy  I love your music! I'm fine, how are you??"
positive,i just picked out my first pair of shoes on shoedazzle.com.... 
positive,"@MurasakiTeapot shatters instantly, with the spout it bounces it back at the attacker, its also a natural defense mechanism "
positive,Spinning kicks my ass and I love every second of it 
positive,@REGYATES you me at six finders keepers please or save it for the bedroom PLEASE  or even better jonas brothers tonight 
positive,@Paceset9999 Sure missed you!  I knew something was up when you didn't answer.  Hope all is going well for you!  Send me an email too! 
positive,@lbautist yay take pictures and tweet from the gun show 
positive,@Bethmoz ask for JB 
positive,@kgreg06 Wow that is old!  are you manning a booth for libraries or just going for fun?
positive,@StarTrek_UK thanks  I know I will
positive,About to head to Boston for some out of control times  TG for Vaca
positive,so i finally installed Norton AntiVirus 2009  jesus it was a mission but its the shiz i wanna sing for diddy. www.youtube.com/jazzypoohs92
positive,@FletcherXo Noooo  there on bbc 1 at Half 6 =D Cnt wait... dnt you think I would of told ya last night if I was going concert lmao.. brb
positive,@XoXoCaseyoXoX twitter is just what us busy chickys need...another distraction from the mass amounts fo work we should be doing 
positive,Playin' with the boys 
positive,Has just joined twitter  (because of Oprah)
positive,@shelleyforsberg have fun with dev today. 
positive,going to lunch outside with my girls 
positive,Becoming fan of OmniOutliner Pro! Really helps me to structure my thoughts 
positive,just made a twitter account. tweeting for the first time. silki helped me 
positive,@ZombieTron where would we be without charities to give our crap to 
positive,"noo, it's Nw Sebastian Brandt 'Trancemade'  #ASOT400"
